sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
I0014385,,Default,simple,Default Category/COSMETIC,base,Pink frosted Animal Cracker Flavoured Lip shine,Pink frosted Animal Cracker Flavoured Lip shine by Philosophy for Women - 0.4 oz Lip Shine,Pink frosted Animal Cracker Flavoured Lip shine by Philosophy for Women - 0.4 oz Lip Shine,1,1,Taxable Goods,"Catalog, Search",7.25,,,,I0014385,,,,images/I0014385.png,,images/I0014385.png,,images/I0014385.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Philosophy,size=0.4 oz,type=Lip Shine,gender=Women,upc=604079148849,pwwsku=W-C-6632",790,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014386,,Default,simple,Default Category/COSMETIC,base,Pink Gel Coat,Pink Gel Coat by Perfect Formula for Women - 0.6 oz Nail Treatment,Pink Gel Coat by Perfect Formula for Women - 0.6 oz Nail Treatment,1,1,Taxable Goods,"Catalog, Search",22.08,,,,I0014386,,,,images/I0014386.png,,images/I0014386.png,,images/I0014386.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Perfect Formula,size=0.6 oz,type=Nail Treatment,gender=Women,upc=858502002004,pwwsku=W-C-13880",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014387,,Default,simple,Default Category/COSMETIC,base,Pink Me Up Chubby Eye Crayon Pop & Lock,Pink Me Up Chubby Eye Crayon Pop and Lock by Victorias Secret for Women - 3 x 0.22 oz Eyepencil,Pink Me Up Chubby Eye Crayon Pop and Lock by Victorias Secret for Women - 3 x 0.22 oz Eyepencil,1,1,Taxable Goods,"Catalog, Search",6.21,,,,I0014387,,,,images/I0014387.png,,images/I0014387.png,,images/I0014387.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Victorias Secret,size=3 x 0.22 oz,type=Eyepencil,gender=Women,upc=741655013167,pwwsku=W-C-2126",10,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014388,,Default,simple,Default Category/COSMETIC,base,Pink Me Up Chubby Eye Crayon Remix,Pink Me Up Chubby Eye Crayon Remix by Victorias Secret for Women - 3 x 0.22 oz Eyepencil,Pink Me Up Chubby Eye Crayon Remix by Victorias Secret for Women - 3 x 0.22 oz Eyepencil,1,1,Taxable Goods,"Catalog, Search",3.99,,,,I0014388,,,,images/I0014388.png,,images/I0014388.png,,images/I0014388.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Victorias Secret,size=3 x 0.22 oz,type=Eyepencil,gender=Women,upc=741655013174,pwwsku=W-C-2125",6,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014389,,Default,simple,Default Category/COSMETIC,base,Pink Pops Lip & Tips Collection,Pink Pops Lip and Tips Collection by Butter London for Women - 2 Pc Kit 0.2oz Lippy Liquid Lipstick -,Pink Pops Lip and Tips Collection by Butter London for Women - 2 Pc Kit 0.2oz Lippy Liquid Lipstick -,1,1,Taxable Goods,"Catalog, Search",18.63,,,,I0014389,,,,images/I0014389.png,,images/I0014389.png,,images/I0014389.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=2 Pc Kit,type=0.2oz Lippy Liquid Lipstick - Tickled Pink, 0.4oz Nail Lacquer - Macbeth,gender=Women,upc=811338028006,pwwsku=W-C-12573",45,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014390,,Default,simple,Default Category/COSMETIC,base,Play It Cool Stay All Day Liquid Lipstick Set,"Play It Cool Stay All Day Liquid Lipstick Set by Stila for Women - 3 x 0.05 oz 0.05oz Baci, 0.05oz P","Play It Cool Stay All Day Liquid Lipstick Set by Stila for Women - 3 x 0.05 oz 0.05oz Baci, 0.05oz P",1,1,Taxable Goods,"Catalog, Search",17.94,,,,I0014390,,,,images/I0014390.png,,images/I0014390.png,,images/I0014390.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Stila,size=3 x 0.05 oz,type=0.05oz Baci, 0.05oz Patina, 0.05oz Bacca,gender=Women,upc=94800353220,pwwsku=W-C-15213",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014391,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Blissful,PlayOn Lip Crayon - Blissful by Jane Iredale for Women - 0.10 oz Lipstick,PlayOn Lip Crayon - Blissful by Jane Iredale for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",13.8,,,,I0014391,,,,images/I0014391.png,,images/I0014391.png,,images/I0014391.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick,gender=Women,upc=670959229076,pwwsku=W-C-9721",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014392,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Charming,PlayOn Lip Crayon - Charming by Jane Iredale for Women - 0.10 oz Lipstick,PlayOn Lip Crayon - Charming by Jane Iredale for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",13.8,,,,I0014392,,,,images/I0014392.png,,images/I0014392.png,,images/I0014392.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick,gender=Women,upc=670959229090,pwwsku=W-C-9719",35,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014393,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Hot,PlayOn Lip Crayon - Hot by Jane Iredale for Women - 0.10 oz Lipstick,PlayOn Lip Crayon - Hot by Jane Iredale for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",13.8,,,,I0014393,,,,images/I0014393.png,,images/I0014393.png,,images/I0014393.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick,gender=Women,upc=670959228994,pwwsku=W-C-9723",11,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014394,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Luscious,PlayOn Lip Crayon - Luscious by Jane Iredale for Women - 0.10 oz Lip Gloss,PlayOn Lip Crayon - Luscious by Jane Iredale for Women - 0.10 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",13.8,,,,I0014394,,,,images/I0014394.png,,images/I0014394.png,,images/I0014394.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lip Gloss,gender=Women,upc=670959229069,pwwsku=W-C-12607",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014395,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Naughty,PlayOn Lip Crayon - Naughty by Jane Iredale for Women - 0.10 oz Lipstick,PlayOn Lip Crayon - Naughty by Jane Iredale for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",13.8,,,,I0014395,,,,images/I0014395.png,,images/I0014395.png,,images/I0014395.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick,gender=Women,upc=670959229052,pwwsku=W-C-9722",11,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014396,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Saucy,PlayOn Lip Crayon - Saucy by Jane Iredale for Women - 0.10 oz Lipstick,PlayOn Lip Crayon - Saucy by Jane Iredale for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",13.8,,,,I0014396,,,,images/I0014396.png,,images/I0014396.png,,images/I0014396.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick,gender=Women,upc=670959228987,pwwsku=W-C-9720",39,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014397,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Yummy,PlayOn Lip Crayon - Yummy by Jane Iredale for Women - 0.1 oz Lipstick (Unboxed),PlayOn Lip Crayon - Yummy by Jane Iredale for Women - 0.1 oz Lipstick (Unboxed),1,1,Taxable Goods,Not Visible Individually,13.11,,,,I0014397,,,,images/I0014397.png,,images/I0014397.png,,images/I0014397.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick (Unboxed),gender=Women,upc=843711214492,pwwsku=W-C-12921",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014398,,Default,simple,Default Category/COSMETIC,base,PlayOn Lip Crayon - Yummy,PlayOn Lip Crayon - Yummy by Jane Iredale for Women - 0.10 oz Lipstick,PlayOn Lip Crayon - Yummy by Jane Iredale for Women - 0.10 oz Lipstick,1,1,Taxable Goods,Not Visible Individually,13.8,,,,I0014398,,,,images/I0014398.png,,images/I0014398.png,,images/I0014398.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Jane Iredale,size=0.1 oz,type=Lipstick,gender=Women,upc=670959229083,pwwsku=W-C-9718",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014399,,Default,simple,Default Category/COSMETIC,base,Plumpify BlastPro Mascara - # 800 Very Black,Plumpify BlastPro Mascara - # 800 Very Black by CoverGirl for Women - 0.44 oz Mascara,Plumpify BlastPro Mascara - # 800 Very Black by CoverGirl for Women - 0.44 oz Mascara,1,1,Taxable Goods,"Catalog, Search",9.14,,,,I0014399,,,,images/I0014399.png,,images/I0014399.png,,images/I0014399.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.44 oz,type=Mascara,gender=Women,upc=22700581245,pwwsku=W-C-10233",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014400,,Default,simple,Default Category/COSMETIC,base,Plumpify BlastPro Mascara - # 805 Black,Plumpify BlastPro Mascara - # 805 Black by CoverGirl for Women - 0.44 oz Mascara,Plumpify BlastPro Mascara - # 805 Black by CoverGirl for Women - 0.44 oz Mascara,1,1,Taxable Goods,"Catalog, Search",9.14,,,,I0014400,,,,images/I0014400.png,,images/I0014400.png,,images/I0014400.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.44 oz,type=Mascara,gender=Women,upc=22700581269,pwwsku=W-C-10234",11,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014401,,Default,simple,Default Category/COSMETIC,base,Plumpify BlastPro Mascara - # 810 Black Brown,Plumpify BlastPro Mascara - # 810 Black Brown by CoverGirl for Women - 0.44 oz Mascara,Plumpify BlastPro Mascara - # 810 Black Brown by CoverGirl for Women - 0.44 oz Mascara,1,1,Taxable Goods,"Catalog, Search",9.14,,,,I0014401,,,,images/I0014401.png,,images/I0014401.png,,images/I0014401.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.44 oz,type=Mascara,gender=Women,upc=22700581276,pwwsku=W-C-10235",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014402,,Default,simple,Default Category/COSMETIC,base,Plumpify BlastPro Waterproof Mascara - # 825 Very Black,Plumpify BlastPro Waterproof Mascara - # 825 Very Black by CoverGirl for Women - 0.44 oz Mascara,Plumpify BlastPro Waterproof Mascara - # 825 Very Black by CoverGirl for Women - 0.44 oz Mascara,1,1,Taxable Goods,"Catalog, Search",9.14,,,,I0014402,,,,images/I0014402.png,,images/I0014402.png,,images/I0014402.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.44 oz,type=Mascara,gender=Women,upc=22700581252,pwwsku=W-C-10236",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014403,,Default,simple,Default Category/COSMETIC,base,Plumping Volumizing Top Coat - NT T36 Plumping Top Coat,Plumping Volumizing Top Coat - NT T36 Plumping Top Coat by OPI for Women - 0.5 oz Nail Polish,Plumping Volumizing Top Coat - NT T36 Plumping Top Coat by OPI for Women - 0.5 oz Nail Polish,1,1,Taxable Goods,"Catalog, Search",7.59,,,,I0014403,,,,images/I0014403.png,,images/I0014403.png,,images/I0014403.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=843711219473,pwwsku=W-C-13150",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014404,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Dance Party,Plush Rush Lip Gloss - Dance Party by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Dance Party by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014404,,,,images/I0014404.png,,images/I0014404.png,,images/I0014404.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023186,pwwsku=W-C-9733",9,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014405,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Double Dare,Plush Rush Lip Gloss - Double Dare by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Double Dare by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014405,,,,images/I0014405.png,,images/I0014405.png,,images/I0014405.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023179,pwwsku=W-C-9261",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014406,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Fireworks,Plush Rush Lip Gloss - Fireworks by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Fireworks by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014406,,,,images/I0014406.png,,images/I0014406.png,,images/I0014406.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023124,pwwsku=W-C-9734",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014407,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - First Kiss,Plush Rush Lip Gloss - First Kiss by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - First Kiss by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014407,,,,images/I0014407.png,,images/I0014407.png,,images/I0014407.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023117,pwwsku=W-C-9258",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014408,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Flash Mob,Plush Rush Lip Gloss - Flash Mob by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Flash Mob by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014408,,,,images/I0014408.png,,images/I0014408.png,,images/I0014408.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023131,pwwsku=W-C-9255",7,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014409,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Flirt,Plush Rush Lip Gloss - Flirt by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Flirt by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",16.56,,,,I0014409,,,,images/I0014409.png,,images/I0014409.png,,images/I0014409.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023162,pwwsku=W-C-9247",4,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014410,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Free Fall,Plush Rush Lip Gloss - Free Fall by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Free Fall by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014410,,,,images/I0014410.png,,images/I0014410.png,,images/I0014410.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023223,pwwsku=W-C-9731",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014411,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - In Love,Plush Rush Lip Gloss - In Love by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - In Love by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014411,,,,images/I0014411.png,,images/I0014411.png,,images/I0014411.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023148,pwwsku=W-C-9251",16,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014412,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Late Night,Plush Rush Lip Gloss - Late Night by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Late Night by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",16.56,,,,I0014412,,,,images/I0014412.png,,images/I0014412.png,,images/I0014412.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023155,pwwsku=W-C-9732",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014413,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Gloss - Siren,Plush Rush Lip Gloss - Siren by Butter London for Women - 0.2 oz Lip Gloss,Plush Rush Lip Gloss - Siren by Butter London for Women - 0.2 oz Lip Gloss,1,1,Taxable Goods,"Catalog, Search",15.18,,,,I0014413,,,,images/I0014413.png,,images/I0014413.png,,images/I0014413.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.2 oz,type=Lip Gloss,gender=Women,upc=811338023193,pwwsku=W-C-9246",12,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014414,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Liner - Really Rose,Plush Rush Lip Liner - Really Rose by Butter London for Women - 0.012 oz Lip Liner,Plush Rush Lip Liner - Really Rose by Butter London for Women - 0.012 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",14.15,,,,I0014414,,,,images/I0014414.png,,images/I0014414.png,,images/I0014414.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.012 oz,type=Lip Liner,gender=Women,upc=811338022998,pwwsku=W-C-8663",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014415,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Liner - Red Hot,Plush Rush Lip Liner - Red Hot by Butter London for Women - 0.012 oz Lip Liner,Plush Rush Lip Liner - Red Hot by Butter London for Women - 0.012 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",14.15,,,,I0014415,,,,images/I0014415.png,,images/I0014415.png,,images/I0014415.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.012 oz,type=Lip Liner,gender=Women,upc=811338022950,pwwsku=W-C-8664",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014416,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Liner - Sensual Nude,Plush Rush Lip Liner - Sensual Nude by Butter London for Women - 0.012 oz Lip Liner,Plush Rush Lip Liner - Sensual Nude by Butter London for Women - 0.012 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",14.15,,,,I0014416,,,,images/I0014416.png,,images/I0014416.png,,images/I0014416.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.012 oz,type=Lip Liner,gender=Women,upc=811338022967,pwwsku=W-C-8665",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014417,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Liner - Sizzle Pink,Plush Rush Lip Liner - Sizzle Pink by Butter London for Women - 0.012 oz Lip Liner,Plush Rush Lip Liner - Sizzle Pink by Butter London for Women - 0.012 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",14.15,,,,I0014417,,,,images/I0014417.png,,images/I0014417.png,,images/I0014417.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.012 oz,type=Lip Liner,gender=Women,upc=811338023001,pwwsku=W-C-8666",8,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014418,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Liner - Spiced Wine,Plush Rush Lip Liner - Spiced Wine by Butter London for Women - 0.012 oz Lip Liner,Plush Rush Lip Liner - Spiced Wine by Butter London for Women - 0.012 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",14.15,,,,I0014418,,,,images/I0014418.png,,images/I0014418.png,,images/I0014418.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.012 oz,type=Lip Liner,gender=Women,upc=811338022974,pwwsku=W-C-8667",14,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014419,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lip Liner - Sweet Something,Plush Rush Lip Liner - Sweet Something by Butter London for Women - 0.012 oz Lip Liner,Plush Rush Lip Liner - Sweet Something by Butter London for Women - 0.012 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",14.15,,,,I0014419,,,,images/I0014419.png,,images/I0014419.png,,images/I0014419.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.012 oz,type=Lip Liner,gender=Women,upc=811338022981,pwwsku=W-C-8668",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014420,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lipstick - !!! (Exclamation),Plush Rush Lipstick - !!! (Exclamation) by Butter London for Women - 0.12 oz Lipstick,Plush Rush Lipstick - !!! (Exclamation) by Butter London for Women - 0.12 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",16.56,,,,I0014420,,,,images/I0014420.png,,images/I0014420.png,,images/I0014420.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.12 oz,type=Lipstick,gender=Women,upc=811338023278,pwwsku=W-C-9267",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014421,,Default,simple,Default Category/COSMETIC,base,Plush Rush Lipstick - Daring,Plush Rush Lipstick - Daring by Butter London for Women - 0.12 oz Lipstick,Plush Rush Lipstick - Daring by Butter London for Women - 0.12 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",16.56,,,,I0014421,,,,images/I0014421.png,,images/I0014421.png,,images/I0014421.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Butter London,size=0.12 oz,type=Lipstick,gender=Women,upc=811338023285,pwwsku=W-C-9249",10,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
